"","DataItemLong","County","State","year","OrchardAc","StateFips","CountyCode","StateCountyFips"
"288.1992","Land in orchards, total (acres)","SAN JUAN COUNTY"," CO","1992",-9999,"08","111","08111"
"289.1992","Land in orchards, total (acres)","SAN MIGUEL COUNTY"," CO","1992",-9999,"08","113","08113"
"290.1992","Land in orchards, total (acres)","SEDGWICK COUNTY"," CO","1992",-9999,"08","115","08115"
"291.1992","Land in orchards, total (acres)","SUMMIT COUNTY"," CO","1992",-9999,"08","117","08117"
"292.1992","Land in orchards, total (acres)","TELLER COUNTY"," CO","1992",-9999,"08","119","08119"
"293.1992","Land in orchards, total (acres)","WASHINGTON COUNTY"," CO","1992",-9999,"08","121","08121"
"294.1992","Land in orchards, total (acres)","WELD COUNTY"," CO","1992",10,"08","123","08123"
"295.1992","Land in orchards, total (acres)","YUMA COUNTY"," CO","1992",-9999,"08","125","08125"
"296.1992","Land in orchards, total (acres)","ALL OTHER COUNTIES"," CO","1992",-9999,"08","998","08998"
"298.1992","Land in orchards, total (acres)","FAIRFIELD COUNTY"," CT","1992",339,"09","001","09001"
"299.1992","Land in orchards, total (acres)","HARTFORD COUNTY"," CT","1992",1262,"09","003","09003"
"300.1992","Land in orchards, total (acres)","LITCHFIELD COUNTY"," CT","1992",455,"09","005","09005"
"301.1992","Land in orchards, total (acres)","MIDDLESEX COUNTY"," CT","1992",429,"09","007","09007"
"302.1992","Land in orchards, total (acres)","NEW HAVEN COUNTY"," CT","1992",813,"09","009","09009"
"303.1992","Land in orchards, total (acres)","NEW LONDON COUNTY"," CT","1992",279,"09","011","09011"
"304.1992","Land in orchards, total (acres)","TOLLAND COUNTY"," CT","1992",253,"09","013","09013"
"305.1992","Land in orchards, total (acres)","WINDHAM COUNTY"," CT","1992",652,"09","015","09015"
"306.1992","Land in orchards, total (acres)","ALL OTHER COUNTIES"," CT","1992",-9999,"09","998","09998"
"308.1992","Land in orchards, total (acres)","KENT COUNTY"," DE","1992",-9999,"10","001","10001"
"309.1992","Land in orchards, total (acres)","NEW CASTLE COUNTY"," DE","1992",-9999,"10","003","10003"
"310.1992","Land in orchards, total (acres)","SUSSEX COUNTY"," DE","1992",451,"10","005","10005"
"311.1992","Land in orchards, total (acres)","ALL OTHER COUNTIES"," DE","1992",-9999,"10","998","10998"
"313.1992","Land in orchards, total (acres)","ALACHUA COUNTY"," FL","1992",1627,"12","001","12001"
"314.1992","Land in orchards, total (acres)","BAKER COUNTY"," FL","1992",126,"12","003","12003"
"315.1992","Land in orchards, total (acres)","BAY COUNTY"," FL","1992",-9999,"12","005","12005"
"316.1992","Land in orchards, total (acres)","BRADFORD COUNTY"," FL","1992",336,"12","007","12007"
"317.1992","Land in orchards, total (acres)","BREVARD COUNTY"," FL","1992",10545,"12","009","12009"
"318.1992","Land in orchards, total (acres)","BROWARD COUNTY"," FL","1992",636,"12","011","12011"
"319.1992","Land in orchards, total (acres)","CALHOUN COUNTY"," FL","1992",142,"12","013","12013"
"320.1992","Land in orchards, total (acres)","CHARLOTTE COUNTY"," FL","1992",15489,"12","015","12015"
"321.1992","Land in orchards, total (acres)","CITRUS COUNTY"," FL","1992",310,"12","017","12017"
"322.1992","Land in orchards, total (acres)","CLAY COUNTY"," FL","1992",91,"12","019","12019"
"323.1992","Land in orchards, total (acres)","COLLIER COUNTY"," FL","1992",30447,"12","021","12021"
"324.1992","Land in orchards, total (acres)","COLUMBIA COUNTY"," FL","1992",344,"12","023","12023"
"325.1992","Land in orchards, total (acres)","DADE COUNTY"," FL","1992",16507,"12","025","12025"
"326.1992","Land in orchards, total (acres)","DE SOTO COUNTY"," FL","1992",55466,"12","027","12027"
"327.1992","Land in orchards, total (acres)","DIXIE COUNTY"," FL","1992",-9999,"12","029","12029"
"328.1992","Land in orchards, total (acres)","DUVAL COUNTY"," FL","1992",237,"12","031","12031"
"329.1992","Land in orchards, total (acres)","ESCAMBIA COUNTY"," FL","1992",824,"12","033","12033"
"330.1992","Land in orchards, total (acres)","FLAGLER COUNTY"," FL","1992",-9999,"12","035","12035"
"331.1992","Land in orchards, total (acres)","FRANKLIN COUNTY"," FL","1992",-9999,"12","037","12037"
"332.1992","Land in orchards, total (acres)","GADSDEN COUNTY"," FL","1992",511,"12","039","12039"
"333.1992","Land in orchards, total (acres)","GILCHRIST COUNTY"," FL","1992",303,"12","041","12041"
"334.1992","Land in orchards, total (acres)","GLADES COUNTY"," FL","1992",8827,"12","043","12043"
"335.1992","Land in orchards, total (acres)","GULF COUNTY"," FL","1992",-9999,"12","045","12045"
"336.1992","Land in orchards, total (acres)","HAMILTON COUNTY"," FL","1992",56,"12","047","12047"
"337.1992","Land in orchards, total (acres)","HARDEE COUNTY"," FL","1992",51295,"12","049","12049"
"338.1992","Land in orchards, total (acres)","HENDRY COUNTY"," FL","1992",112031,"12","051","12051"
"339.1992","Land in orchards, total (acres)","HERNANDO COUNTY"," FL","1992",1072,"12","053","12053"
"340.1992","Land in orchards, total (acres)","HIGHLANDS COUNTY"," FL","1992",69558,"12","055","12055"
"341.1992","Land in orchards, total (acres)","HILLSBOROUGH COUNTY"," FL","1992",30476,"12","057","12057"
"342.1992","Land in orchards, total (acres)","HOLMES COUNTY"," FL","1992",213,"12","059","12059"
"343.1992","Land in orchards, total (acres)","INDIAN RIVER COUNTY"," FL","1992",72551,"12","061","12061"
"344.1992","Land in orchards, total (acres)","JACKSON COUNTY"," FL","1992",558,"12","063","12063"
"345.1992","Land in orchards, total (acres)","JEFFERSON COUNTY"," FL","1992",2665,"12","065","12065"
"346.1992","Land in orchards, total (acres)","LAFAYETTE COUNTY"," FL","1992",32,"12","067","12067"
"347.1992","Land in orchards, total (acres)","LAKE COUNTY"," FL","1992",22975,"12","069","12069"
"348.1992","Land in orchards, total (acres)","LEE COUNTY"," FL","1992",9075,"12","071","12071"
"349.1992","Land in orchards, total (acres)","LEON COUNTY"," FL","1992",289,"12","073","12073"
"350.1992","Land in orchards, total (acres)","LEVY COUNTY"," FL","1992",124,"12","075","12075"
"351.1992","Land in orchards, total (acres)","LIBERTY COUNTY"," FL","1992",-9999,"12","077","12077"
"352.1992","Land in orchards, total (acres)","MADISON COUNTY"," FL","1992",1376,"12","079","12079"
"353.1992","Land in orchards, total (acres)","MANATEE COUNTY"," FL","1992",26036,"12","081","12081"
"354.1992","Land in orchards, total (acres)","MARION COUNTY"," FL","1992",2114,"12","083","12083"
"355.1992","Land in orchards, total (acres)","MARTIN COUNTY"," FL","1992",49231,"12","085","12085"
"356.1992","Land in orchards, total (acres)","MONROE COUNTY"," FL","1992",-9999,"12","087","12087"
"357.1992","Land in orchards, total (acres)","NASSAU COUNTY"," FL","1992",126,"12","089","12089"
"358.1992","Land in orchards, total (acres)","OKALOOSA COUNTY"," FL","1992",435,"12","091","12091"
"359.1992","Land in orchards, total (acres)","OKEECHOBEE COUNTY"," FL","1992",14009,"12","093","12093"
"360.1992","Land in orchards, total (acres)","ORANGE COUNTY"," FL","1992",12134,"12","095","12095"
"361.1992","Land in orchards, total (acres)","OSCEOLA COUNTY"," FL","1992",14594,"12","097","12097"
"362.1992","Land in orchards, total (acres)","PALM BEACH COUNTY"," FL","1992",19749,"12","099","12099"
"363.1992","Land in orchards, total (acres)","PASCO COUNTY"," FL","1992",14364,"12","101","12101"
"364.1992","Land in orchards, total (acres)","PINELLAS COUNTY"," FL","1992",225,"12","103","12103"
"365.1992","Land in orchards, total (acres)","POLK COUNTY"," FL","1992",113076,"12","105","12105"
"366.1992","Land in orchards, total (acres)","PUTNAM COUNTY"," FL","1992",460,"12","107","12107"
"367.1992","Land in orchards, total (acres)","ST JOHNS COUNTY"," FL","1992",9,"12","109","12109"
"368.1992","Land in orchards, total (acres)","ST LUCIE COUNTY"," FL","1992",119121,"12","111","12111"
"369.1992","Land in orchards, total (acres)","SANTA ROSA COUNTY"," FL","1992",461,"12","113","12113"
"370.1992","Land in orchards, total (acres)","SARASOTA COUNTY"," FL","1992",3281,"12","115","12115"
"371.1992","Land in orchards, total (acres)","SEMINOLE COUNTY"," FL","1992",1825,"12","117","12117"
"372.1992","Land in orchards, total (acres)","SUMTER COUNTY"," FL","1992",216,"12","119","12119"
"373.1992","Land in orchards, total (acres)","SUWANNEE COUNTY"," FL","1992",971,"12","121","12121"
"374.1992","Land in orchards, total (acres)","TAYLOR COUNTY"," FL","1992",23,"12","123","12123"
"375.1992","Land in orchards, total (acres)","UNION COUNTY"," FL","1992",463,"12","125","12125"
"376.1992","Land in orchards, total (acres)","VOLUSIA COUNTY"," FL","1992",3017,"12","127","12127"
"377.1992","Land in orchards, total (acres)","WAKULLA COUNTY"," FL","1992",-9999,"12","129","12129"
"378.1992","Land in orchards, total (acres)","WALTON COUNTY"," FL","1992",681,"12","131","12131"
"379.1992","Land in orchards, total (acres)","WASHINGTON COUNTY"," FL","1992",141,"12","133","12133"
"380.1992","Land in orchards, total (acres)","ALL OTHER COUNTIES"," FL","1992",-9999,"12","998","12998"
"382.1992","Land in orchards, total (acres)","APPLING COUNTY"," GA","1992",812,"13","001","13001"
"383.1992","Land in orchards, total (acres)","ATKINSON COUNTY"," GA","1992",71,"13","003","13003"
"384.1992","Land in orchards, total (acres)","BACON COUNTY"," GA","1992",145,"13","005","13005"
"385.1992","Land in orchards, total (acres)","BAKER COUNTY"," GA","1992",192,"13","007","13007"
"386.1992","Land in orchards, total (acres)","BALDWIN COUNTY"," GA","1992",26,"13","009","13009"
"387.1992","Land in orchards, total (acres)","BANKS COUNTY"," GA","1992",79,"13","011","13011"
"388.1992","Land in orchards, total (acres)","BARROW COUNTY"," GA","1992",149,"13","013","13013"
"389.1992","Land in orchards, total (acres)","BARTOW COUNTY"," GA","1992",40,"13","015","13015"
"390.1992","Land in orchards, total (acres)","BEN HILL COUNTY"," GA","1992",715,"13","017","13017"
"391.1992","Land in orchards, total (acres)","BERRIEN COUNTY"," GA","1992",3072,"13","019","13019"
"392.1992","Land in orchards, total (acres)","BIBB COUNTY"," GA","1992",444,"13","021","13021"
"393.1992","Land in orchards, total (acres)","BLECKLEY COUNTY"," GA","1992",1291,"13","023","13023"
"394.1992","Land in orchards, total (acres)","BRANTLEY COUNTY"," GA","1992",274,"13","025","13025"
"395.1992","Land in orchards, total (acres)","BROOKS COUNTY"," GA","1992",4865,"13","027","13027"
"396.1992","Land in orchards, total (acres)","BRYAN COUNTY"," GA","1992",-9999,"13","029","13029"
"397.1992","Land in orchards, total (acres)","BULLOCH COUNTY"," GA","1992",957,"13","031","13031"
"398.1992","Land in orchards, total (acres)","BURKE COUNTY"," GA","1992",928,"13","033","13033"
"399.1992","Land in orchards, total (acres)","BUTTS COUNTY"," GA","1992",111,"13","035","13035"
"400.1992","Land in orchards, total (acres)","CALHOUN COUNTY"," GA","1992",4627,"13","037","13037"
"401.1992","Land in orchards, total (acres)","CAMDEN COUNTY"," GA","1992",7,"13","039","13039"
"402.1992","Land in orchards, total (acres)","CANDLER COUNTY"," GA","1992",900,"13","043","13043"
"403.1992","Land in orchards, total (acres)","CARROLL COUNTY"," GA","1992",42,"13","045","13045"
"404.1992","Land in orchards, total (acres)","CATOOSA COUNTY"," GA","1992",15,"13","047","13047"
"405.1992","Land in orchards, total (acres)","CHARLTON COUNTY"," GA","1992",119,"13","049","13049"
"406.1992","Land in orchards, total (acres)","CHATHAM COUNTY"," GA","1992",-9999,"13","051","13051"
"407.1992","Land in orchards, total (acres)","CHATTAHOOCHEE COUNTY"," GA","1992",-9999,"13","053","13053"
"408.1992","Land in orchards, total (acres)","CHATTOOGA COUNTY"," GA","1992",59,"13","055","13055"
"409.1992","Land in orchards, total (acres)","CHEROKEE COUNTY"," GA","1992",78,"13","057","13057"
"410.1992","Land in orchards, total (acres)","CLARKE COUNTY"," GA","1992",-9999,"13","059","13059"
"411.1992","Land in orchards, total (acres)","CLAY COUNTY"," GA","1992",-9999,"13","061","13061"
"412.1992","Land in orchards, total (acres)","CLAYTON COUNTY"," GA","1992",-9999,"13","063","13063"
"413.1992","Land in orchards, total (acres)","CLINCH COUNTY"," GA","1992",49,"13","065","13065"
"414.1992","Land in orchards, total (acres)","COBB COUNTY"," GA","1992",10,"13","067","13067"
"415.1992","Land in orchards, total (acres)","COFFEE COUNTY"," GA","1992",870,"13","069","13069"
"416.1992","Land in orchards, total (acres)","COLQUITT COUNTY"," GA","1992",2128,"13","071","13071"
"417.1992","Land in orchards, total (acres)","COLUMBIA COUNTY"," GA","1992",-9999,"13","073","13073"
"418.1992","Land in orchards, total (acres)","COOK COUNTY"," GA","1992",346,"13","075","13075"
"419.1992","Land in orchards, total (acres)","COWETA COUNTY"," GA","1992",177,"13","077","13077"
"420.1992","Land in orchards, total (acres)","CRAWFORD COUNTY"," GA","1992",4010,"13","079","13079"
"421.1992","Land in orchards, total (acres)","CRISP COUNTY"," GA","1992",3061,"13","081","13081"
"422.1992","Land in orchards, total (acres)","DADE COUNTY"," GA","1992",51,"13","083","13083"
"423.1992","Land in orchards, total (acres)","DAWSON COUNTY"," GA","1992",-9999,"13","085","13085"
"424.1992","Land in orchards, total (acres)","DECATUR COUNTY"," GA","1992",1434,"13","087","13087"
"425.1992","Land in orchards, total (acres)","DE KALB COUNTY"," GA","1992",-9999,"13","089","13089"
"426.1992","Land in orchards, total (acres)","DODGE COUNTY"," GA","1992",160,"13","091","13091"
"427.1992","Land in orchards, total (acres)","DOOLY COUNTY"," GA","1992",2979,"13","093","13093"
"428.1992","Land in orchards, total (acres)","DOUGHERTY COUNTY"," GA","1992",15853,"13","095","13095"
"429.1992","Land in orchards, total (acres)","DOUGLAS COUNTY"," GA","1992",-9999,"13","097","13097"
"430.1992","Land in orchards, total (acres)","EARLY COUNTY"," GA","1992",1605,"13","099","13099"
"431.1992","Land in orchards, total (acres)","ECHOLS COUNTY"," GA","1992",19,"13","101","13101"
"432.1992","Land in orchards, total (acres)","EFFINGHAM COUNTY"," GA","1992",185,"13","103","13103"
"433.1992","Land in orchards, total (acres)","ELBERT COUNTY"," GA","1992",51,"13","105","13105"
"434.1992","Land in orchards, total (acres)","EMANUEL COUNTY"," GA","1992",1178,"13","107","13107"
"435.1992","Land in orchards, total (acres)","EVANS COUNTY"," GA","1992",618,"13","109","13109"
"436.1992","Land in orchards, total (acres)","FANNIN COUNTY"," GA","1992",238,"13","111","13111"
"437.1992","Land in orchards, total (acres)","FAYETTE COUNTY"," GA","1992",45,"13","113","13113"
"438.1992","Land in orchards, total (acres)","FLOYD COUNTY"," GA","1992",34,"13","115","13115"
"439.1992","Land in orchards, total (acres)","FORSYTH COUNTY"," GA","1992",75,"13","117","13117"
"440.1992","Land in orchards, total (acres)","FRANKLIN COUNTY"," GA","1992",41,"13","119","13119"
"441.1992","Land in orchards, total (acres)","FULTON COUNTY"," GA","1992",52,"13","121","13121"
"442.1992","Land in orchards, total (acres)","GILMER COUNTY"," GA","1992",792,"13","123","13123"
"443.1992","Land in orchards, total (acres)","GLASCOCK COUNTY"," GA","1992",30,"13","125","13125"
"444.1992","Land in orchards, total (acres)","GLYNN COUNTY"," GA","1992",-9999,"13","127","13127"
"445.1992","Land in orchards, total (acres)","GORDON COUNTY"," GA","1992",11,"13","129","13129"
"446.1992","Land in orchards, total (acres)","GRADY COUNTY"," GA","1992",2935,"13","131","13131"
"447.1992","Land in orchards, total (acres)","GREENE COUNTY"," GA","1992",75,"13","133","13133"
"448.1992","Land in orchards, total (acres)","GWINNETT COUNTY"," GA","1992",89,"13","135","13135"
"449.1992","Land in orchards, total (acres)","HABERSHAM COUNTY"," GA","1992",306,"13","137","13137"
"450.1992","Land in orchards, total (acres)","HALL COUNTY"," GA","1992",219,"13","139","13139"
"451.1992","Land in orchards, total (acres)","HANCOCK COUNTY"," GA","1992",261,"13","141","13141"
"452.1992","Land in orchards, total (acres)","HARALSON COUNTY"," GA","1992",7,"13","143","13143"
"453.1992","Land in orchards, total (acres)","HARRIS COUNTY"," GA","1992",131,"13","145","13145"
"454.1992","Land in orchards, total (acres)","HART COUNTY"," GA","1992",114,"13","147","13147"
"455.1992","Land in orchards, total (acres)","HEARD COUNTY"," GA","1992",42,"13","149","13149"
"456.1992","Land in orchards, total (acres)","HENRY COUNTY"," GA","1992",196,"13","151","13151"
"457.1992","Land in orchards, total (acres)","HOUSTON COUNTY"," GA","1992",3141,"13","153","13153"
"458.1992","Land in orchards, total (acres)","IRWIN COUNTY"," GA","1992",771,"13","155","13155"
"459.1992","Land in orchards, total (acres)","JACKSON COUNTY"," GA","1992",28,"13","157","13157"
"460.1992","Land in orchards, total (acres)","JASPER COUNTY"," GA","1992",116,"13","159","13159"
"461.1992","Land in orchards, total (acres)","JEFF DAVIS COUNTY"," GA","1992",62,"13","161","13161"
"462.1992","Land in orchards, total (acres)","JEFFERSON COUNTY"," GA","1992",1175,"13","163","13163"
"463.1992","Land in orchards, total (acres)","JENKINS COUNTY"," GA","1992",267,"13","165","13165"
"464.1992","Land in orchards, total (acres)","JOHNSON COUNTY"," GA","1992",171,"13","167","13167"
"465.1992","Land in orchards, total (acres)","JONES COUNTY"," GA","1992",480,"13","169","13169"
"466.1992","Land in orchards, total (acres)","LAMAR COUNTY"," GA","1992",560,"13","171","13171"
"467.1992","Land in orchards, total (acres)","LANIER COUNTY"," GA","1992",1819,"13","173","13173"
"468.1992","Land in orchards, total (acres)","LAURENS COUNTY"," GA","1992",573,"13","175","13175"
