StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_236,Category_237,Category_238,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
AL,01093,1444,1309,0,35,4575,0,62,0,0,0,0,0,0,0,100,0,338,0,0,0,0,0,0,0,0,0,0,12784,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,0,382,0,0,0,0,0,0,0,0,0,0,0,3,2614,0,25094,5598,2540,709,743,194957,78619,12769,93746,34683,2737,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1444,1309,37,4913,0,0,440,0,0,0
AL,01095,4408,363,0,25,9259,0,0,0,0,0,0,0,0,0,9,0,1936,5,0,15,0,2,0,0,0,0,0,16664,0,0,0,0,4,0,0,5,0,6,0,0,0,0,0,0,0,0,0,8,0,976,0,0,0,0,3,0,0,1,0,0,0,0,36308,0,21991,12132,3851,1561,562,146563,15111,11445,24769,89272,1552,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4408,363,25,11216,0,0,1945,21,0,0
AL,01097,847,7819,0,10,2540,0,7299,0,0,0,0,0,0,0,22,0,58,0,60,62,0,0,0,0,0,0,0,6266,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,861,0,22376,0,2,0,0,0,0,0,1639,0,0,0,2,18593,0,72227,30707,15388,4967,4604,2213,219053,37303,112745,43268,173962,17732,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,1,0,33,36,0,6,0,0,0,0,0,0,0,0,0,919,7852,11,2634,0,0,114,168,0,0
AL,01099,1863,19077,0,891,2826,5,10430,0,0,0,0,0,0,0,78,0,311,71,5,1341,0,0,0,0,0,0,0,11335,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33,0,763,0,0,0,0,0,0,0,334,0,0,0,0,6351,0,15558,2559,735,331,657,134030,237286,23405,88758,29264,71429,2102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,14,0,12,1,0,0,0,0,0,0,0,0,0,0,0,1864,19089,905,3138,0,0,415,7,0,0
AL,01101,1901,2725,0,321,4669,2,75,0,0,0,0,0,0,0,416,0,117,14,46,42,0,0,0,0,0,0,0,40435,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,6,191,0,29382,0,0,0,0,0,0,0,75,0,0,0,2,12453,0,34454,23702,13484,4419,827,81662,72643,6826,55447,59227,65382,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1969,2725,323,4801,0,0,535,129,0,0
AL,01103,4995,1291,0,246,10156,0,3,0,0,0,0,0,0,0,81,0,3796,2,1,7,0,3,0,0,0,0,2,9469,0,0,0,0,4,0,0,50,0,3,0,0,0,0,0,0,0,0,1,13,0,81,0,1,0,0,0,0,0,0,0,0,0,0,11649,0,24700,13559,5781,2157,768,131923,18728,6302,33355,95176,9012,64,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4995,1291,252,13952,0,0,3883,1,0,0
AL,01105,3364,1408,0,577,11271,0,152,0,0,0,0,0,0,0,18,0,1190,0,0,4,0,0,0,0,0,0,0,18006,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,0,4569,0,0,0,0,0,0,0,33,0,0,0,20,6967,0,15993,1102,294,48,344,103412,123786,40558,57702,39024,31830,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364,1408,577,12461,0,0,1208,0,0,0
AL,01107,3130,1793,0,9,4295,0,253,0,0,0,0,0,0,0,42,0,660,0,0,0,0,0,0,0,0,0,0,2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,16168,0,0,0,0,0,0,0,181,0,0,0,309,9068,0,22344,2300,781,108,154,182213,98410,38805,88162,31404,66121,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3130,1817,9,4955,0,0,726,0,0,0
AL,01109,3592,4282,0,80,1723,2,3391,0,0,0,0,0,0,0,1366,0,81,758,2679,462,0,0,0,0,0,0,1,30036,0,0,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,26,178,300,0,1993,0,0,0,0,0,0,0,894,0,0,0,80,3605,0,18454,3009,1303,544,54,99161,113403,28164,73588,13789,22688,160,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0,0,77,0,18,31,0,0,0,0,0,0,0,0,0,0,0,3641,4300,157,1835,0,0,1585,2716,0,0
AL,01111,1903,47,0,10,155,0,3,0,0,0,0,0,0,0,6,0,14,153,22,1,0,1,0,0,0,0,0,7792,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,365,0,0,0,0,0,0,0,1,0,0,0,0,11722,0,14677,4034,747,214,623,152975,88199,134,31149,58701,169,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1903,47,10,169,0,0,20,22,0,0
AL,01113,937,3770,0,28,378,0,2104,0,0,0,0,0,0,0,238,0,0,157,315,7,0,0,0,0,0,0,2,6627,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,314,2,2045,0,3674,0,0,0,0,0,0,0,530,0,0,0,0,6486,0,23726,7616,2826,822,164,108377,118568,16190,73521,17941,16345,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,2,0,6,0,0,0,0,0,0,0,0,0,938,3781,28,380,0,0,250,317,0,0
AL,01115,557,428,0,40,1484,1,2,0,12,0,0,0,0,0,8,0,308,0,1,5,0,0,0,0,0,0,0,4821,0,0,0,0,25,0,0,0,0,9,0,0,0,13,0,0,0,0,0,116,0,441,0,0,0,0,1,0,0,0,0,0,0,0,13990,0,25230,6239,2516,647,1453,192235,69890,8846,35561,51919,1381,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,557,429,40,1798,0,0,317,7,0,0
AL,01117,848,4149,0,117,1540,0,2,0,0,0,0,0,0,0,18,0,866,0,0,27,0,0,0,0,0,0,0,5635,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,70,0,236,0,0,0,0,0,0,0,5,0,0,0,0,12491,0,40603,21308,9462,3064,3784,201759,106060,6185,55090,42387,2322,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,848,4150,117,2406,0,0,885,0,0,0
AL,01119,626,104,0,3,3735,0,8,0,0,0,0,0,0,0,215,0,56,0,0,0,0,0,0,0,0,0,0,2826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80028,0,0,0,0,0,0,0,14,0,0,0,61,9403,0,20740,2437,600,109,150,96250,131484,28468,67619,29718,109491,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,626,107,3,3791,0,0,274,0,0,0
AL,01121,5942,4910,0,281,7786,0,5,0,0,0,0,0,0,0,162,0,3028,0,0,109,0,0,0,0,0,0,14,12670,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,111,0,489,0,0,0,0,0,0,0,11,0,0,0,0,13073,0,36636,8709,3396,1416,2303,182740,102987,4588,37094,56781,1283,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,5942,4949,281,10814,0,0,3229,0,0,0
AL,01123,846,528,0,28,252,16,15,0,0,0,0,0,0,0,84,0,22,11,37,4,0,0,0,0,0,0,0,3184,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,141,0,1296,0,0,0,0,0,0,0,15,0,0,0,0,31924,0,23981,3630,1179,263,967,189604,147260,2622,48913,32085,1424,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,15,0,2,0,0,0,0,0,0,0,0,0,847,530,28,289,0,0,108,53,0,0
AL,01125,2524,1136,0,57,4912,0,3,0,0,0,0,0,0,0,113,0,794,0,0,2,0,0,0,0,0,0,0,3382,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,179,1,774,0,5565,0,0,0,0,0,0,0,7,0,0,0,14,20527,0,44646,17086,8291,2760,6226,289477,181100,61453,121967,33184,58339,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524,1136,57,5706,0,0,907,0,0,0
AL,01127,659,105,0,66,1393,0,2,0,0,0,0,0,0,0,18,0,300,0,0,8,0,1,0,0,0,0,1,3053,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,7,0,122,0,0,0,0,0,0,0,0,0,0,0,0,8647,0,23907,4900,2648,501,5955,177806,138263,28721,65214,48796,4261,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,105,73,1693,0,0,325,0,0,0
AL,01129,412,619,0,1,119,0,1648,0,0,0,0,0,0,0,291,0,333,0,6,0,0,0,0,0,0,0,0,3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1221,0,0,0,0,0,0,0,12,0,0,0,0,7298,0,25753,1599,606,295,1012,18791,285656,123156,97139,33791,93182,447,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,5,0,0,0,0,0,0,0,0,0,412,703,1,452,0,0,708,6,0,0
AL,01131,1311,1460,0,336,1894,0,95,0,0,0,0,0,0,0,141,0,120,1,0,91,0,0,0,0,0,0,0,18919,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,27,0,1046,0,0,0,0,0,0,0,97,0,0,0,0,14859,0,17767,914,285,101,272,115896,197049,16246,75914,25845,87735,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,58,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1311,1490,394,2014,0,0,349,0,0,0
AL,01133,276,24,0,15,996,0,0,0,0,0,0,0,0,0,14,0,96,0,0,0,0,0,0,0,0,0,0,3022,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11044,0,17798,2790,1067,426,837,134810,110941,32537,44038,41713,1901,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,24,19,1092,0,0,114,0,0,0
AZ,04001,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3428,0,21578,8606,2280,292,160942,7001,1989916,0,4667826,312585,2605,2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
AZ,04003,21438,2691,0,935,0,0,0,0,0,0,0,1887,1496,0,11,0,0,0,302,0,0,0,0,0,0,0,17131,252,0,0,0,1299,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219781,0,0,72,0,0,0,0,10457,0,0,0,0,11,0,52124,10994,4043,544,32261,18,284139,4900,3257071,45173,3475,513,126,665,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,5801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27239,2691,935,0,1887,1496,11,6103,0,0
AZ,04005,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15172,0,49883,16532,11575,1709,480969,4503,3104893,7,7842748,405002,7348,2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
AZ,04007,7,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,397,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,9,0,0,0,0,18251,0,16283,8445,2203,433,7610,0,1153892,0,1854548,1901,2358,2245,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,1,0,0,0,0,0,0,0
AZ,04009,4022,20866,0,144,0,0,0,0,0,0,0,356,2341,0,296,0,0,0,367,0,0,0,0,0,0,0,3366,125,0,0,0,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40550,0,0,473,0,0,0,0,410,0,0,0,0,81,0,11063,7896,1021,155,1195,3,481945,38,2348808,24579,13246,1212,0,231,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,3238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7260,20866,144,0,356,2341,296,3605,0,0
AZ,04011,385,476,0,151,0,0,0,0,0,0,0,45,19,0,77,0,0,0,104,0,0,0,0,0,0,0,1032,706,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3105,0,0,0,0,0,0,0,75,0,0,0,0,9,0,2387,4517,1043,21,9685,56,515747,0,638898,3506,755,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,476,151,0,45,19,77,104,0,0
AZ,04012,112,14706,0,0,0,0,0,0,0,0,0,1,7922,0,0,0,0,18,266,0,0,0,0,0,0,0,77591,2791,0,0,2,866,0,355,0,0,113,1,957,0,0,0,0,0,0,0,0,8,0,37479,0,0,0,0,0,3905,855,0,0,0,0,0,7922,0,17707,10083,2340,356,34455,951,218,10,2628907,20100,15106,1301,0,0,0,0,581,208,0,0,11,179,0,0,0,10,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,112,14706,0,0,1,7922,0,266,208,44
AZ,04013,8769,11429,0,3066,226,0,0,0,0,0,0,3418,27243,12,83,0,0,252,2169,0,0,0,0,0,0,0,161740,3011,0,0,157,1555,551,144,0,0,0,2616,289,0,0,0,0,0,0,69,0,1088,0,163572,0,0,0,0,0,0,27,281,0,0,0,0,14312,0,186407,247356,226990,43682,3256,6,26283,0,4671058,51073,32185,1270,0,0,1914,0,0,2243,13,156,1584,156,0,0,0,171,0,0,0,0,0,0,245,0,0,930,0,0,0,0,0,410,104,321,0,0,0,0,0,0,9014,11429,3996,226,3418,27243,1013,2414,2243,0
AZ,04015,0,4505,0,0,0,0,0,0,0,0,0,20,1147,0,0,0,0,274,75,0,0,0,0,0,0,0,9984,443,0,0,0,7,0,3,0,0,85,0,3,0,0,0,0,0,0,0,0,0,0,2576,0,0,0,0,0,256,2,0,0,0,0,0,64816,0,60997,39198,13912,2106,119463,5622,701445,81,7371454,197343,20660,4128,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4505,0,0,20,1147,0,75,0,48
AZ,04017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,0,26980,9749,3660,343,86006,0,1213144,0,4900279,125082,6435,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
AZ,04019,298,8233,0,67,0,0,0,0,0,0,0,29,10982,0,0,0,0,0,3,0,0,0,0,0,0,0,5265,203,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11059,0,0,0,0,0,0,0,167,10,0,0,0,444,0,78791,91499,39899,7692,35406,0,106631,22,5428573,31172,24490,93,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,8233,67,0,29,10982,0,3,1,0
AZ,04021,22959,57155,0,1253,0,0,0,0,0,0,0,6163,54501,53,4,0,0,1,2954,0,0,0,0,0,0,0,108245,3984,0,0,36,0,1392,0,0,0,0,336,0,0,0,0,0,0,0,0,0,274,0,156570,0,0,0,0,0,0,91,2540,45,0,0,0,1085,0,102896,32964,12671,2170,6534,0,23026,1,2813116,358,18060,940,0,234,0,0,0,5198,477,470,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,0,0,6,0,0,0,0,0,0,22987,57155,1253,0,6190,54501,4,2955,5198,0
AZ,04023,19,67,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1053,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,6,0,0,0,0,215,0,0,0,0,107,0,16459,2436,917,300,214,0,81077,28,687350,1172,1315,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,67,0,0,1,3,0,2,0,0
AZ,04025,149,11,0,0,2,0,0,0,0,0,0,2,49,207,0,0,0,15,0,0,0,0,0,0,0,0,1537,31,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,9,0,0,0,0,4282,0,46308,24180,8009,1252,6265,5,954223,9,4064947,85150,3732,1051,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,11,0,2,2,49,0,0,1,0
AZ,04027,916,6849,0,34,0,0,0,0,0,0,0,3217,47289,0,0,0,0,36,1957,0,0,0,0,0,0,0,54369,3160,0,0,412,101,0,151,0,0,12456,314,882,0,0,0,0,0,0,330,0,1077,0,46200,0,0,0,0,0,394,13129,46,252,0,0,0,3497,0,27902,20368,10787,2618,477328,189,16,32,2745830,1768,13197,1080,0,0,0,0,178,1440,65,3,131,1288,30,0,0,3133,0,0,0,0,0,0,0,26995,0,0,0,0,0,0,0,445,234,45,28,0,0,0,0,0,916,6849,34,0,3217,47289,0,1957,1440,26995
AR,05001,26991,436,83923,21476,170851,0,1,0,6,0,0,0,0,0,1665,0,8997,0,199,16,0,0,0,0,0,0,0,117,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,41523,0,0,0,0,0,0,0,2,0,0,0,12,24737,0,23704,2082,1750,508,356,6260,3998,19332,53,20,220792,866,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,2,0,0,924,0,0,0,0,0,0,0,0,0,0,0,27012,436,21478,180772,0,0,10685,1123,0,0
AR,05003,24617,13995,9110,331,63680,0,0,0,0,0,0,0,0,0,1482,0,1992,0,48,0,0,0,0,0,0,0,0,535,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,64,0,11246,0,0,0,0,0,0,0,9,0,0,0,371,12178,0,9709,19537,2160,517,36,500,238457,4785,53459,12327,114036,3117,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,2671,0,0,0,0,0,0,0,0,0,0,0,24621,13995,340,68343,0,0,3487,2719,0,0
AR,05005,6,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,22896,0,17160,5822,1378,342,614,242580,19519,13516,742,49977,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,1,0,0,0
AR,05007,87,0,1,0,554,0,0,0,0,0,0,0,0,0,18,0,120,0,0,0,0,0,0,0,0,0,12,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,22328,0,44644,18353,10066,3352,804,245594,3896,190,36,212124,236,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,674,0,0,138,0,0,0
AR,05009,204,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,7210,0,14018,4832,1442,494,569,190051,16489,1215,850,142097,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,5,0,0,0,0,0,0
AR,05011,6,0,9,1,390,0,0,0,0,0,0,0,0,0,64,0,25,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,2,3804,0,4374,12328,801,202,18,831,214652,1433,56232,18020,104955,174,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,415,0,0,89,0,0,0
AR,05013,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,33,0,0,0,0,0,0,0,1,0,0,0,0,3442,0,7148,13441,1002,149,159,1109,245220,1287,34504,10591,86237,110,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0
AR,05015,132,0,0,0,107,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5742,0,15939,4090,930,185,335,212662,21015,562,216,145110,113,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,112,0,0,10,0,0,0
AR,05017,26155,11382,25545,2435,221083,0,0,0,0,0,0,0,0,0,1942,0,1750,0,584,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,14547,0,0,0,0,0,0,0,2,0,0,0,35,34041,0,15074,2259,1034,177,272,22,1396,523,143,105,81214,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,156,0,0,0,0,0,0,0,0,0,0,0,26155,11382,2547,222989,0,0,3804,740,0,0
AR,05019,98,0,305,9,7562,0,0,0,0,0,0,0,0,0,182,0,126,0,0,2,0,0,0,0,0,0,0,6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2700,0,0,0,0,0,0,0,6,0,0,0,1,11644,0,17367,5438,1175,316,199,44274,277158,33366,35065,50469,69843,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,9,7688,0,0,308,0,0,0
AR,05021,22513,19371,66312,14182,117875,10,223,0,0,0,0,0,0,0,764,0,3829,0,0,0,0,0,0,0,0,0,0,2435,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,19,0,21230,0,0,0,0,0,0,0,62,0,0,0,43,2725,0,18493,1752,636,157,14,45952,226,143,85,24478,46684,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22513,19371,14188,121704,0,0,4599,0,0,0
AR,05023,0,0,3,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,24371,0,11446,4496,1136,502,381,168090,53009,39215,2018,71592,780,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,0,0,0
AR,05025,2,0,36,2,26,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67,0,0,0,0,0,0,0,11,0,0,0,1,1606,0,3949,10087,444,79,21,3854,212726,554,30798,13636,104122,465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,28,0,0,8,0,0,0
