StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_051,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_210,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_230,Category_231,Category_232,Category_233,Category_234,Category_235,Category_236,Category_237,Category_238,Category_239,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
AL,01085,10982,5366,0,318,14823,0,2706,0,0,0,0,0,0,0,1426,0,2921,645,442,127,0,0,0,0,0,0,0,142149,0,0,0,0,0,4,0,47,2,53,0,0,0,0,5,2,0,0,0,103,6127,0,12526,0,0,0,0,0,0,0,7806,0,0,0,0,29122,0,83543,8368,1444,336,271,481863,389846,34866,243231,342556,257607,4747,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,10993,5369,318,17757,0,0,4360,456,0,0
AL,01087,10318,8915,0,22,10899,1,4570,0,0,0,0,0,0,0,761,0,2739,29,67,1032,0,0,0,0,0,0,0,25724,0,0,0,0,0,1934,0,1,0,4,0,0,0,0,62,0,0,0,0,0,6973,0,73861,0,0,0,0,0,4,0,910,0,0,0,3,17874,0,77714,13889,2416,528,1638,329089,404052,213965,204426,167896,181670,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,3,0,5,0,0,0,0,0,0,0,0,32,0,12,0,2,0,0,0,0,0,0,0,0,0,10719,8947,22,13650,0,0,3930,82,0,0
AL,01089,110648,89808,0,94,192025,62,12,0,4,105,0,0,0,0,723,0,82751,46,0,516,0,0,0,0,0,0,15,45847,0,0,0,6,1,1204,0,155,0,0,0,0,0,0,0,0,0,0,0,0,2282,0,1932,0,51,0,0,0,0,0,173,0,0,0,0,24091,0,214402,182447,46939,18055,1625,654675,43901,14829,49397,492136,67552,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,77,0,2,9,0,27,0,0,0,0,0,0,0,0,0,0,110680,89819,171,274812,0,0,83558,0,0,0
AL,01091,4296,8071,0,1,10359,0,1029,0,0,0,0,0,0,0,3230,0,4418,0,0,0,0,0,0,0,0,0,0,32918,0,0,0,0,0,0,0,6,0,2,0,0,0,0,5,0,0,0,0,128,19,0,6115,0,0,0,0,0,0,0,9,0,0,0,1271,33626,0,97626,12017,4268,1172,492,504169,639115,315218,253607,423146,467852,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,0,0,0,0,0,0,0,0,36,0,2251,0,0,0,0,0,0,0,0,0,0,0,0,0,4969,10322,37,14777,0,0,10608,0,0,0
AL,01093,9352,193,0,123,19178,59,856,0,0,0,0,0,0,0,348,0,3033,44,4,18,0,0,0,0,0,0,0,31229,0,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,202,45,0,1969,0,0,0,0,0,0,0,0,0,0,0,85,9011,0,112245,26492,9809,2818,4084,932272,347364,75418,238991,305697,8774,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9355,193,124,22211,0,0,3385,4,0,0
AL,01095,31898,730,0,30,52596,0,1,0,134,0,0,0,0,0,108,0,5192,125,2,8,0,0,0,0,0,0,1,82498,0,0,0,2,2,33,0,55,2,8,0,0,0,0,0,0,0,0,0,0,82,0,1274,0,0,1,0,0,0,0,2,0,0,0,0,158929,0,88451,53829,14472,5982,525,594059,63612,73083,41174,509903,14569,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31902,730,47,57789,0,0,5320,2,0,0
AL,01097,7940,47150,0,84,5360,0,30754,0,0,0,0,0,0,0,33,0,1093,0,3,434,0,0,0,0,0,0,0,7163,0,0,0,0,0,625,0,63,0,911,0,0,0,0,0,0,0,0,0,0,1779,0,93219,0,147,0,0,0,0,0,3175,0,0,0,192,79381,0,319349,134058,58752,18520,7910,3391,966394,141804,436714,328119,828344,87132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,7945,47157,85,6455,0,0,1139,5,0,0
AL,01099,15049,88231,0,16,24003,32,34166,0,0,0,0,0,0,0,811,0,8332,371,478,1144,0,0,0,0,0,0,0,47786,0,0,0,49,0,7,0,32,5,10,0,0,0,0,0,0,0,0,0,0,220,0,9489,0,12,0,0,0,0,0,1792,0,0,0,2,28134,0,68498,10629,2636,815,1565,681393,1012431,105944,204646,255164,364006,6026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,7,0,0,0,0,0,0,0,0,0,0,309,1843,9,0,0,0,0,0,0,0,0,0,0,0,15064,90383,16,34187,0,0,9460,494,0,0
AL,01101,14147,14030,0,26,15610,0,2220,0,2,0,0,0,0,0,2850,0,1136,116,303,526,0,0,0,0,0,0,0,162986,0,0,0,1,0,79,0,24,1,14,0,0,0,0,6,0,0,0,0,0,2286,0,15410,0,3,0,0,0,0,0,2552,0,0,0,0,51357,0,156766,106720,55151,16660,1985,380239,327323,45224,232049,439470,253328,1368,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,4,0,22,0,1,0,0,0,0,0,0,0,0,0,14153,14034,26,16768,0,0,3991,330,0,0
AL,01103,39742,2242,0,390,37419,34,2,0,0,1,0,0,0,0,890,0,15838,18,0,186,0,0,0,0,0,0,1,42565,0,0,0,2,1,254,0,85,0,1,0,0,0,0,0,0,0,0,0,3,265,0,369,0,2,0,0,0,0,0,10,0,0,0,6,48797,0,100372,60867,22232,7811,1238,534831,64087,26879,71373,580802,63846,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,267,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,39840,2242,657,53265,0,0,17085,0,0,0
AL,01105,10167,5087,0,3,39162,0,2116,0,0,0,0,0,0,0,1723,0,3462,0,3,2,0,0,0,0,0,0,0,95439,0,0,0,1,0,2,0,4,0,9,0,0,0,0,0,0,0,0,0,18,16,0,10565,0,7,0,0,0,0,0,171,0,0,0,3833,25460,0,71360,5195,1142,170,2966,524687,495663,190793,177778,254087,158289,4353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,10171,5088,5,42627,0,0,5191,5,0,0
AL,01107,17204,4297,0,105,23017,496,555,0,0,0,0,0,0,0,15889,0,4820,0,4,2,0,0,0,0,0,0,0,24038,0,0,0,0,0,6,0,0,0,3,0,0,0,0,20,0,0,0,0,0,332,0,42718,0,0,0,0,0,0,0,200,0,0,0,2135,38155,0,99132,9450,2583,455,1563,912358,335545,211386,278023,235927,298145,2691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17237,4297,114,27837,0,0,20751,4,0,0
AL,01109,23969,17007,0,765,4956,0,21232,0,0,0,0,0,0,0,3509,0,1456,250,643,1998,0,0,0,0,0,0,0,117646,0,0,0,1,0,495,0,0,21,4,0,0,0,0,38,1,0,0,0,248,602,0,29825,0,1,0,0,0,2,0,2110,0,0,0,5,14366,0,81084,12962,5043,2223,97,464914,464574,144161,247167,153422,116794,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,135,0,0,0,0,0,0,0,0,0,0,69,0,6,0,1,0,0,0,0,0,0,0,0,0,24142,17076,765,6418,0,0,5072,784,0,0
AL,01111,804,38,0,0,991,0,32,0,0,0,0,0,0,0,342,0,223,9,102,52,0,0,0,0,0,0,21,9530,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1729,0,0,0,0,0,0,0,40,0,0,0,0,50155,0,64710,19502,2817,1064,360,716794,362687,486,27842,420044,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,804,39,0,1214,0,0,566,102,0,0
AL,01113,3448,8781,0,230,2719,0,17861,0,0,0,0,0,0,0,2292,0,81,94,112,910,0,0,0,0,0,0,0,24567,0,0,0,0,0,35,0,0,0,1,0,0,0,0,37,0,0,0,0,0,1063,0,85387,0,0,0,0,0,36,0,560,0,0,0,0,25100,0,105686,29899,9988,3342,416,525290,498325,69765,257260,130059,57724,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,305,0,5,0,0,0,0,0,0,0,0,0,0,0,3454,9086,230,2805,0,0,2680,121,0,0
AL,01115,4872,1551,0,0,10814,0,30,0,0,0,0,0,0,0,17,0,3064,0,0,2,0,0,0,0,0,0,0,19956,0,0,0,0,1,21,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2469,0,946,0,0,0,0,0,0,0,0,0,0,0,0,59827,0,109984,25831,6785,1807,4473,928026,242780,16269,35857,401226,3926,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4873,1551,1,13880,0,0,3082,1,0,0
AL,01117,6784,12273,0,0,13598,0,12,0,0,0,0,0,0,0,98,0,8800,2,2,17,0,0,0,0,0,0,0,25280,0,0,0,130,0,42,0,54,0,10,0,0,0,0,0,0,0,0,0,0,3346,0,337,0,3,0,0,0,0,0,9,0,0,0,0,51796,0,178545,94356,32515,10385,16660,959886,448364,18194,47798,391770,8446,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6784,12274,2,22398,0,0,8901,2,0,0
AL,01119,4632,378,0,240,12292,3,140,0,0,0,0,0,0,0,3112,0,1444,0,2,0,0,0,0,0,0,0,0,26200,0,0,0,0,0,1,0,0,0,2,0,0,0,0,46,0,0,0,0,16,151,0,108766,0,1,0,0,0,0,0,41,0,0,0,3522,46304,0,94786,12012,2258,789,614,477661,516710,188348,204060,393876,527025,2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,138,0,46,0,1,1,0,0,0,0,0,0,0,0,0,0,4724,424,378,13738,0,0,4831,3,0,0
AL,01121,39200,13627,0,0,38514,0,31,0,0,0,0,0,0,0,545,0,17249,0,177,78,0,0,0,0,0,0,0,45903,0,0,0,0,0,455,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1388,0,2457,0,0,0,0,0,0,0,0,0,0,0,0,57271,0,163220,38524,10814,4822,5311,853522,437084,12348,26513,413633,5410,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,39208,13627,0,55771,0,0,17794,177,0,0
AL,01123,2310,2710,0,15,2117,0,379,0,0,0,0,0,0,0,160,0,1801,13,21,96,0,0,0,0,0,0,0,11245,0,0,0,0,0,43,0,0,0,1,0,0,0,0,4,0,0,0,0,0,238,0,9730,0,0,0,0,0,0,0,119,0,0,0,0,139321,0,105812,15925,3718,842,877,903083,619338,14795,57022,307168,6082,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,0,0,0,0,0,0,0,0,15,0,2,0,13,0,0,0,0,0,0,0,0,0,2318,2725,15,3920,0,0,1983,24,0,0
AL,01125,13413,2325,0,9,23469,2,94,0,0,0,0,0,0,0,684,0,3191,0,17,0,0,0,0,0,0,0,0,31929,0,0,0,51,0,9,0,98,0,7,0,0,0,0,13,0,0,0,0,0,350,0,21978,0,0,0,0,0,0,0,42,0,0,0,691,86181,0,188342,70275,29791,10970,20205,1399573,716830,310770,322676,357086,276095,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,640,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14054,2325,33,26661,0,0,4539,17,0,0
AL,01127,5659,64,0,5,3614,0,23,0,0,0,0,0,0,0,200,0,248,3,27,2,0,0,0,0,0,0,0,15956,0,0,0,40,0,12,0,12,0,1,0,0,0,0,2,0,0,0,0,0,17,0,3866,0,0,0,0,0,0,0,8,0,0,0,92,36387,0,106356,20671,8547,1634,13553,847410,497762,129077,182565,432586,11073,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5661,64,12,3863,0,0,456,27,0,0
AL,01129,3250,2338,0,4,2470,0,10423,0,0,0,0,0,0,0,1172,0,913,0,2,10,0,0,0,0,0,0,0,8906,0,0,0,0,0,39,0,1,0,37,0,0,0,0,0,0,0,0,0,0,35,0,1873,0,1,0,0,0,0,0,20,0,0,0,7,31908,0,113977,7817,2171,1175,1035,128103,1163363,695819,342219,186112,425941,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,1,0,18,0,71,0,0,0,0,0,0,0,0,0,0,0,3291,2356,5,3454,0,0,2145,73,0,0
AL,01131,6199,4729,0,8,10764,77,1419,0,0,0,0,0,0,0,617,0,1675,17,38,15,0,0,0,0,0,0,0,86954,0,0,0,0,0,1,0,0,0,54,0,0,0,0,0,0,0,0,0,0,19,0,3298,0,13,0,0,0,0,0,241,0,0,0,2,65450,0,80771,4026,778,156,942,593088,861438,79666,175834,182725,440930,9520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,16,2,2,0,0,0,0,0,0,0,0,0,0,0,6233,4747,8,12443,0,0,2342,40,0,0
AL,01133,2312,38,0,3,3859,0,5,0,0,0,0,0,0,0,74,0,198,3,0,13,0,0,0,0,0,0,0,10958,0,0,0,0,0,201,0,14,0,0,0,0,0,0,0,0,0,0,0,0,15,0,126,0,0,0,0,0,0,0,0,0,0,0,17,46804,0,77225,11654,4225,1733,3119,638441,459365,134768,94694,325269,3152,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2315,38,4,4058,0,0,275,0,0,0
AZ,04001,39,16,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,10,0,0,0,0,18440,0,85366,50333,9198,727,636562,35605,9278723,16,19057264,3085081,21980,4583,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,16,0,0,0,24,0,0,0,0
AZ,04003,81768,10976,0,13183,0,0,0,0,0,0,0,9908,7829,0,0,0,0,0,3379,12,0,0,0,0,0,0,110953,1317,0,0,0,8399,0,606,0,0,0,1,395,0,0,0,0,0,0,0,0,0,0,0,967189,0,0,29,0,0,0,0,19207,0,0,0,0,1720,0,216875,48241,10032,1994,145865,0,1535326,57586,14337886,272616,23364,257,1732,0,0,0,0,0,0,0,0,0,0,4005,5,0,0,0,0,0,0,0,0,716,0,0,0,0,0,0,107,1529,3,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84007,10976,14822,0,12960,7936,3,4095,0,0
AZ,04005,5,25,0,0,0,0,0,0,0,0,0,25,106,0,4,0,0,0,1,0,0,0,0,0,0,0,263,2,0,0,0,4,0,59,0,0,0,42,0,0,0,0,0,0,0,0,0,0,2,0,296,0,0,0,0,0,0,71,15,0,0,0,0,67184,0,192135,66626,39194,5837,2096048,19597,14084662,54,33468420,3602003,46832,12929,0,115,0,0,0,3,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,36,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,25,5,0,30,106,4,1,3,36
AZ,04007,91,980,0,33,0,0,0,0,0,0,0,53,534,0,34,0,0,0,51,0,0,0,0,0,0,0,2316,32,0,0,0,0,1,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,314,0,0,0,0,0,0,0,135,0,0,0,0,97086,0,68482,35290,8468,1220,32474,9,5238019,10,8283864,12804,13324,3045,0,0,0,0,0,0,0,10,0,0,0,2,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,980,33,0,53,534,34,51,0,0
AZ,04009,22281,103312,0,1331,0,0,0,0,0,0,0,5715,22355,181,211,0,0,0,1067,1,0,0,0,0,0,0,23527,225,0,0,0,1187,0,243,0,0,0,8,4,0,0,0,0,0,0,0,0,0,5,0,149947,0,0,1385,0,0,0,0,513,0,0,0,0,2128,0,46831,35033,5111,518,1571,616,2271882,18,10451081,139384,59876,1384,1291,0,0,0,0,0,0,0,0,0,0,3516,81,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,345,70,1421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22776,103312,3167,0,5786,22700,1632,1561,0,0
AZ,04011,2989,1385,0,28,0,0,0,0,0,0,0,193,87,0,0,0,0,0,2162,0,0,0,0,0,0,0,9288,608,0,0,0,13,0,30,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12351,0,0,0,0,0,0,0,478,0,0,0,0,83,0,15547,20832,1971,212,27063,3045,2392263,9,2810698,12830,5114,61,32,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2989,1385,28,0,193,87,0,2162,0,0
AZ,04012,266,31156,0,0,0,0,0,0,2,0,0,2473,36325,4017,0,0,0,0,4007,0,0,9,0,1,0,0,312862,20588,0,0,0,830,0,1568,0,0,0,48,5249,0,0,0,0,0,0,0,0,0,32,0,220979,0,0,0,7,0,123,1095,37,0,0,0,7,38935,0,75903,48871,6240,967,158815,5804,1963,0,11680735,229651,77033,9080,0,0,2,0,0,10936,0,0,0,14,16,1,0,0,135,0,0,3,0,0,0,0,903,0,0,70,164,1,8,0,0,0,0,0,0,0,0,5,13,0,4,0,0,0,0,0,266,31320,8,0,2474,36333,0,4007,11006,1138
AZ,04013,49472,90980,0,18541,0,0,0,0,1,0,0,41205,96552,2061,26,0,0,0,7690,0,0,0,0,0,0,0,540820,14589,0,0,0,17858,8841,5957,0,0,4,3653,362,0,0,0,0,0,0,0,0,0,15123,0,907863,0,0,0,0,0,0,114,4530,0,0,0,406,64483,0,799527,1086725,896134,157654,17789,0,133809,0,20719620,614825,182258,6760,0,0,970,0,0,16480,0,489,282,2712,1365,903,0,0,667,0,0,1,0,0,0,0,146,0,0,0,0,0,6094,8474,0,0,0,0,0,0,0,1525,0,0,659,0,0,0,0,0,49472,90980,33109,0,49679,102646,26,7690,16480,146
AZ,04015,1,19679,0,0,0,0,0,0,0,0,0,10,3142,0,0,0,0,85,47,0,0,0,0,0,0,0,49824,1549,0,0,0,0,0,717,0,0,20,3,1,0,0,0,0,0,0,0,0,0,9,0,12045,0,0,0,8,0,4,69,25,0,0,0,0,291810,0,279976,187947,45106,6646,548728,19213,3450700,98,32498806,1235556,99706,10827,0,524,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19679,0,0,10,3142,0,47,110,23
AZ,04017,37,28,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,57,9,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,42,0,0,0,0,5832,0,92607,48953,11892,1240,363188,0,5654179,1,20180309,2242355,57394,3124,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,0,0,0,6,0,0,0,0
AZ,04019,1057,41300,0,442,0,0,0,0,0,0,0,4508,30895,0,5,0,0,0,1183,0,0,0,0,0,0,0,17613,479,0,0,0,0,2,47,0,0,0,9,23,0,0,0,0,0,0,0,0,0,143,0,83812,0,0,0,0,0,0,1,774,0,0,0,0,2185,0,350453,410117,158017,24410,185790,4,521570,1005,24183738,285209,139204,288,5,0,0,0,0,0,0,10,0,0,0,1,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1057,41300,463,0,4518,30906,5,1183,0,0
AZ,04021,80948,384890,0,13594,0,0,0,0,0,0,0,107897,108355,0,1308,0,0,0,3491,12,0,0,0,0,0,0,427837,6397,0,0,0,1945,2403,198,0,0,3,2902,6,0,0,0,0,0,0,0,0,0,8475,0,767921,0,0,0,0,0,0,2091,7918,0,0,0,0,6682,0,472206,133455,34974,7180,22540,2,114831,0,12594345,19954,111628,1104,3,0,0,0,0,3505,0,5755,1814,267,39,276,0,0,1288,0,0,0,0,0,0,0,0,0,0,0,0,0,950,1228,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,80948,384890,15772,0,109125,109305,1308,3491,3505,0
AZ,04023,19,42,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,453,3,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,369,0,0,0,0,694,0,65946,10531,3268,976,663,0,414385,1767,3043650,18855,3179,230,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,42,7,0,1,2,0,3,0,0
AZ,04025,1224,261,0,21,0,0,0,0,39,0,0,54,43,1,1,0,0,0,3,0,0,0,0,0,0,0,5029,1262,0,0,0,19,0,198,0,0,0,14,0,0,0,0,0,0,0,0,0,0,46,0,11480,0,0,0,0,0,0,10,13,0,0,0,0,19335,0,203858,100994,26020,3681,29784,57,4582238,145,17794613,578545,27001,4452,0,52,3,0,0,83,0,7,0,7,0,7,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,261,36,0,69,43,1,3,83,4
AZ,04027,1562,26852,0,520,0,0,0,0,136,0,0,20294,148087,3807,0,0,0,0,1063,0,0,4351,0,2013,0,0,223414,23897,0,0,0,485,4,4773,0,0,76,3563,9105,0,0,0,195,11,0,0,100,11,7651,0,203916,0,0,0,4,0,27711,74878,512,0,0,0,0,17290,0,128178,94917,35693,6895,2188474,652,30,0,12298108,71030,65642,6383,0,0,1090,0,0,8622,0,0,0,971,5926,1794,0,0,17846,0,0,75,0,0,0,0,74463,0,313,21515,35952,580,8007,900,0,0,0,0,0,0,0,1198,806,161,113,0,0,0,0,0,1562,62804,9427,0,21774,156407,0,1063,30137,132823
AR,05001,55588,1341,516294,1116,799336,0,0,0,5,530,0,0,0,0,17012,0,68817,0,5,0,0,0,0,0,0,0,3,282,0,0,0,0,0,0,0,0,9,2,0,0,0,0,13,0,0,0,0,0,208,0,139986,0,0,0,0,0,0,0,54,0,0,0,521,108228,0,107975,8569,4254,1591,804,30527,24082,72468,2240,5407,1002788,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,0,0,0,0,0,0,0,0,0,0,0,55593,1341,1116,869626,0,0,85834,1478,0,0
AR,05003,100187,136213,56576,8,187048,0,229,0,0,0,0,0,0,0,11566,0,24762,0,28,0,0,0,0,0,0,0,2,2593,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,96,0,0,0,0,37,0,83470,0,0,0,0,0,0,0,14,0,0,0,8230,48301,0,44930,87312,8709,1988,233,3361,1093184,19426,161025,56725,548297,13886,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4033,5,0,0,0,0,0,0,0,0,0,0,100199,136213,8,215848,0,0,36335,4061,0,0
AR,05005,6,0,0,0,19,0,0,0,0,0,0,0,0,0,41,0,0,0,18,0,0,0,0,0,0,0,0,2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100808,0,78754,26035,5533,1235,2754,1058703,87047,60216,314,264015,270,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,19,0,0,41,18,0,0
AR,05007,1177,0,0,3,787,0,0,0,0,0,0,0,0,0,11,0,172,0,0,0,0,0,0,0,0,0,2,1850,0,0,0,1072,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,5,100370,0,195730,73483,36605,9826,3763,1024274,22882,1303,128,1058479,1330,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,0,3,959,0,0,183,0,0,0
AR,05009,10,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31386,0,64830,20885,5930,1813,2640,808877,79789,5854,151,700288,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,0,0,0,0,0
