StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_236,Category_237,Category_238,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
AL,01091,9789,14431,0,649,29371,0,39,0,0,0,0,0,0,0,282,0,2594,0,1,0,0,0,0,0,0,0,0,47077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,34836,0,0,0,0,0,0,0,72,0,0,0,300,37357,0,96925,11359,4578,1319,1699,410015,711331,233185,380053,346683,453007,1384,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,30,0,41,0,0,0,0,0,0,0,0,0,0,0,0,9797,14472,679,31965,0,0,2947,9,0,0
AL,01093,6491,5886,0,159,20573,0,278,0,0,0,0,0,0,0,448,0,1522,0,0,0,0,0,0,0,0,0,0,57484,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,4,73,0,1719,0,0,0,0,0,0,0,0,0,0,0,15,11753,0,112834,25170,11422,3188,3343,876631,353513,57418,421530,155955,12308,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6491,5886,166,22095,0,0,1977,0,0,0
AL,01095,19822,1630,0,114,41633,1,1,0,0,0,0,0,0,0,40,0,8705,23,0,67,0,7,0,0,0,0,0,74931,0,0,0,0,17,0,0,23,0,27,0,0,0,0,0,0,0,0,0,35,0,4387,0,0,0,0,14,0,0,4,0,0,0,0,163261,0,98884,54553,17318,7017,2528,659024,67949,51461,111373,401415,6977,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,40,1,0,0,93,0,0,0,0,0,0,0,0,0,0,0,19824,1630,115,50431,0,0,8748,93,0,0
AL,01097,3808,35159,0,47,11421,0,32821,0,1,0,0,0,0,0,101,0,260,0,268,277,0,0,0,0,0,0,0,28175,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,3871,0,100612,0,10,0,0,0,0,0,7368,0,0,0,7,83602,0,324772,138075,69193,22332,20703,9949,984978,167734,506960,194555,782223,79734,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,4,0,149,163,0,29,0,0,0,0,0,0,0,0,0,4130,35308,51,11844,0,0,514,753,0,0
AL,01099,8379,85779,0,4008,12705,23,46901,0,0,0,0,0,0,0,352,0,1397,321,23,6028,0,0,0,0,0,0,0,50967,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,1,147,0,3433,0,0,0,0,0,0,0,1502,0,0,0,0,28558,0,69959,11506,3304,1488,2956,602671,1066961,105241,399103,131588,321181,9450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,3,63,0,55,3,0,0,0,0,0,0,0,0,0,0,0,8383,85834,4071,14105,0,0,1867,30,0,0
AL,01101,8547,12251,0,1444,20993,9,337,0,0,0,0,0,0,0,1870,0,527,61,208,190,0,0,0,0,0,0,0,181819,0,0,0,0,1,0,0,0,0,30,0,0,0,3,0,0,0,1,28,859,0,132119,0,1,0,0,0,0,0,335,0,0,0,7,55997,0,154924,106575,60630,19868,3718,367194,326643,30695,249317,266314,293993,4112,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,1,7,0,0,67,0,0,0,0,0,0,0,0,0,0,0,8854,12251,1451,21587,0,0,2404,582,2,0
AL,01103,22461,5806,0,1107,45668,0,12,0,0,0,0,0,0,0,363,0,17070,9,5,33,0,15,0,0,0,0,11,42578,0,0,0,0,20,0,0,227,0,13,0,0,0,0,0,0,0,0,4,58,0,366,0,4,0,0,1,0,0,2,0,0,0,0,52381,0,111064,60969,25995,9697,3454,593193,84210,28337,149981,427962,40523,288,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22461,5806,1133,62739,0,0,17459,6,0,0
AL,01105,15128,6331,0,2594,50681,0,683,0,0,0,0,0,0,0,80,0,5352,0,0,16,0,0,0,0,0,0,0,80963,0,0,0,0,0,0,0,1,0,38,0,0,0,0,0,0,0,0,0,53,0,20544,0,0,0,0,0,0,0,150,0,0,0,91,31326,0,71914,4957,1324,218,1547,464994,556607,182368,259458,175472,143125,7720,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15130,6332,2595,56033,0,0,5434,2,1,0
AL,01107,14076,8062,0,39,19314,0,1138,0,0,0,0,0,0,0,190,0,2966,0,0,0,0,0,0,0,0,0,0,10770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,72698,0,2,0,0,0,0,0,815,0,0,0,1390,40775,0,100471,10344,3510,486,692,819325,442504,174487,396423,141209,297316,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,14076,8171,39,22280,0,0,3265,0,0,0
AL,01109,16153,19254,0,359,7747,11,15247,0,0,0,0,0,0,0,6144,0,362,3407,12045,2079,0,0,0,0,0,0,5,135056,0,0,0,0,0,33,0,2,0,6,0,1,0,4,0,0,0,118,802,1350,0,8962,0,0,1,0,0,0,0,4022,0,0,0,360,16209,0,82978,13532,5857,2445,244,445882,509919,126638,330892,62002,102017,719,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,26,0,0,347,0,81,138,0,2,0,0,0,0,0,0,0,0,0,16373,19335,706,8247,0,0,7128,12209,0,0
AL,01111,8556,211,0,46,698,1,14,0,0,0,0,0,0,0,27,0,64,690,97,3,0,3,0,0,0,0,0,35039,0,0,0,2,0,0,0,0,0,6,0,0,0,2,0,0,0,2,0,15,0,1643,0,0,0,0,0,0,0,4,0,0,0,0,52708,0,65997,18138,3357,961,2802,687854,396588,602,140064,263950,760,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8556,211,46,762,0,0,91,97,0,0
AL,01113,4213,16952,0,125,1701,1,9462,0,0,0,0,0,0,0,1070,0,1,708,1416,32,0,0,0,0,0,0,8,29798,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,1410,8,9195,0,16521,0,0,0,0,0,0,0,2384,0,0,0,0,29164,0,106683,34247,12709,3698,736,487321,533142,72797,330589,80673,73497,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,51,7,0,28,0,0,0,0,0,0,0,0,0,4217,17003,125,1709,0,0,1125,1424,0,0
AL,01115,2503,1926,0,178,6672,4,7,0,55,0,0,0,0,0,37,0,1383,0,3,24,0,0,0,0,0,0,2,21676,0,0,0,0,114,0,0,0,0,40,0,0,0,59,0,0,0,0,0,522,0,1982,0,0,2,0,6,0,0,1,0,0,0,0,62905,0,113448,28052,11314,2910,6533,864391,314260,39778,159899,233457,6210,136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,19,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,2505,1929,178,8082,0,0,1423,32,1,0
AL,01117,3815,18656,0,527,6926,2,8,0,0,0,0,0,0,0,83,0,3893,2,1,120,0,0,0,0,0,0,0,25338,0,0,0,0,0,0,0,0,0,21,0,0,0,39,0,0,0,0,0,313,0,1063,0,0,2,0,0,0,0,22,0,0,0,0,56166,0,182572,95811,42547,13776,17014,907213,476901,27811,247713,190595,10443,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,8,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,3817,18660,527,10821,0,0,3980,5,0,0
AL,01119,2814,469,0,12,16796,0,34,0,0,0,0,0,0,0,966,0,251,0,0,0,0,0,0,0,0,0,0,12707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,359847,0,0,0,0,0,0,0,64,0,0,0,273,42283,0,93259,10956,2697,491,675,432789,591223,128006,304051,133627,492328,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2814,481,12,17047,0,0,1229,0,0,0
AL,01121,26718,22078,0,1264,35008,0,24,0,0,0,0,0,0,0,729,0,13615,1,0,489,0,0,0,0,0,0,64,56971,0,0,0,0,0,0,0,0,0,25,0,0,0,43,0,0,0,0,0,497,0,2199,0,0,0,0,0,0,0,49,0,0,0,0,58784,0,164735,39161,15270,6366,10354,821697,463085,20629,166796,255317,5767,174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,25,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,26718,22252,1264,48623,0,0,14518,0,1,0
AL,01123,3804,2372,0,128,1131,74,66,0,0,0,0,0,0,0,379,0,100,48,165,19,0,0,0,0,0,0,0,14318,0,0,0,17,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,633,0,5826,0,0,0,0,0,0,0,66,0,0,0,2,143548,0,107833,16321,5302,1183,4347,852559,662160,11791,219939,144269,6402,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,8,67,0,10,0,0,0,0,0,0,0,0,0,3810,2380,128,1298,0,0,487,238,0,0
AL,01125,11350,5108,0,258,22086,0,15,0,0,0,0,0,0,0,507,0,3568,0,0,11,0,0,0,0,0,0,0,15209,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,806,3,3482,0,25025,0,0,0,0,0,0,0,30,0,0,0,61,92299,0,200753,76826,37282,12411,27997,1301642,814321,276327,548426,149212,262322,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11350,5108,259,25654,0,0,4076,0,0,0
AL,01127,2962,472,0,295,6265,0,9,0,0,0,0,0,0,0,83,0,1347,0,0,38,0,4,0,0,0,0,4,13729,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,21,30,0,547,0,0,0,0,0,0,0,1,0,0,0,0,38880,0,107500,22032,11905,2252,26778,799511,621701,129145,293237,219411,19161,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2962,472,327,7612,0,0,1462,0,0,0
AL,01129,1851,2783,0,3,534,0,7410,0,0,0,0,0,0,0,1310,0,1498,0,26,0,0,0,0,0,0,0,0,14335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,5492,0,0,0,0,0,0,0,56,0,0,0,2,32816,0,115800,7188,2725,1328,4552,84493,1284460,553776,436786,151941,418996,2010,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,21,0,0,0,0,0,0,0,0,0,1851,3159,3,2032,0,0,3184,26,0,0
AL,01131,5897,6563,0,1511,8517,0,426,0,0,0,0,0,0,0,633,0,541,6,2,410,0,0,0,0,0,0,0,85068,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,4,122,0,4702,0,0,0,0,0,0,0,435,0,0,0,0,66815,0,79888,4110,1280,454,1224,521129,886036,73052,341349,116212,394503,10218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,259,0,137,0,0,0,0,0,0,0,0,0,0,0,0,5897,6700,1770,9058,0,0,1570,2,0,0
AL,01133,1241,108,0,66,4480,0,0,0,0,0,0,0,0,0,62,0,431,0,0,0,0,0,0,0,0,0,0,13590,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,20,0,58,0,0,0,0,0,0,0,0,0,0,0,0,49658,0,80029,12546,4798,1915,3764,606177,498848,146302,198018,187563,8547,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1241,108,85,4912,0,0,512,1,0,0
AZ,04001,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,0,15413,0,97025,38695,10250,1314,723678,31481,8947706,0,20988995,1405548,11715,12076,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,1,0,0
AZ,04003,96396,12100,0,4206,0,0,0,0,0,0,0,8483,6725,0,49,0,0,0,1357,0,0,0,0,0,0,0,77031,1132,0,0,0,5841,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988251,0,0,325,0,0,0,0,47021,0,0,0,0,50,0,234375,49434,18181,2445,145062,79,1277640,22035,14645503,203121,15624,2305,565,2991,0,0,0,0,0,0,0,0,1584,0,0,0,0,0,0,0,0,0,26085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122481,12100,4206,0,8483,6725,49,27442,0,0
AZ,04005,22,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,68220,0,224302,74338,52048,7684,2162691,20247,13961228,30,35265112,1821100,33042,12270,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
AZ,04007,31,34,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1787,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,0,0,0,0,0,0,0,41,0,0,0,0,82064,0,73219,37973,9905,1949,34217,0,5188503,0,8339020,8550,10604,10095,0,37,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34,4,0,0,0,0,0,0,0
AZ,04009,18085,93823,0,647,0,0,0,0,0,0,0,1599,10526,0,1333,0,0,0,1652,0,0,0,0,0,0,0,15136,563,0,0,0,9848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182334,0,0,2127,0,0,0,0,1843,0,0,0,0,364,0,49746,35503,4589,699,5373,13,2167080,169,10561472,110518,59559,5448,2,1040,0,0,0,0,2,0,0,0,498,0,0,0,0,0,0,0,0,0,14559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32644,93823,647,0,1599,10526,1333,16211,0,0
AZ,04011,1729,2141,0,678,0,0,0,0,0,0,0,201,84,0,348,0,0,0,466,0,0,0,0,0,0,0,4642,3174,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13960,0,0,0,0,0,0,0,339,0,0,0,0,39,0,10732,20312,4689,96,43549,251,2319071,2,2872820,15765,3395,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731,2141,678,0,201,84,348,468,0,0
AZ,04012,503,66124,0,0,0,0,0,0,0,0,0,6,35623,0,0,0,0,81,1196,0,0,0,0,0,0,0,348888,12551,0,0,9,3894,0,1596,0,0,509,3,4302,0,0,0,0,0,0,0,0,38,0,168525,0,0,0,0,0,17558,3846,0,0,0,0,0,35621,0,79618,45340,10523,1601,154929,4277,980,43,11820948,90379,67925,5848,0,0,0,0,2612,934,0,0,51,807,0,0,0,43,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,503,66124,0,0,6,35623,0,1196,934,197
AZ,04013,39432,51393,0,13785,1014,0,0,0,0,0,0,15368,122497,54,372,0,0,1135,9751,0,0,0,0,0,0,0,727268,13538,0,0,705,6990,2478,649,0,0,0,11764,1301,0,0,0,0,0,0,312,0,4892,0,735506,0,0,0,0,0,2,120,1262,0,0,0,0,64353,0,838184,1112244,1020667,196417,14639,29,118182,0,21003530,229651,144722,5710,0,0,8608,0,0,10085,57,701,7123,700,0,0,0,770,0,0,0,0,0,0,1102,0,0,4184,0,0,0,0,0,1844,466,1443,0,0,0,0,0,0,40534,51393,17969,1014,15368,122497,4556,10853,10085,0
AZ,04015,1,20258,0,0,0,0,0,0,0,0,0,89,5159,0,0,0,0,1234,337,0,0,0,0,0,0,0,44892,1994,0,0,0,30,0,13,0,0,381,0,14,0,0,0,0,0,0,0,0,1,0,11581,0,0,0,0,0,1153,10,2,0,0,0,0,291447,0,274276,176254,62556,9471,537168,25278,3154063,365,33145927,887356,92898,18560,0,0,0,0,0,1,0,0,23,0,0,0,0,10,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20258,0,0,89,5159,0,337,1,214
AZ,04017,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5063,0,121316,43837,16456,1542,386730,0,5454931,0,22034229,562433,28933,5817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
AZ,04019,1341,37020,0,300,0,0,0,0,0,0,0,131,49380,0,0,0,0,0,12,0,0,0,0,0,0,0,23676,914,0,0,4,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,49725,0,0,2,0,0,0,0,750,43,0,0,0,1995,0,354286,411429,179407,34587,159205,0,479470,101,24409717,140166,110120,417,0,126,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1342,37020,302,0,132,49380,2,12,5,0
AZ,04021,103234,257000,0,5633,0,0,0,0,0,0,0,27714,245064,240,18,0,0,4,13284,0,0,0,0,0,0,0,486728,17913,0,0,161,0,6261,2,0,0,0,1512,1,0,0,0,0,0,0,0,0,1230,0,704023,0,0,0,0,0,0,407,11422,203,0,0,0,4879,0,462676,148223,56977,9757,29382,0,103536,6,12649248,1610,81207,4226,0,1053,1,0,0,23373,2143,2114,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,121,0,0,0,0,0,1,29,0,0,0,0,0,0,103358,257000,5633,0,27835,245064,18,13287,23373,0
AZ,04023,85,300,0,2,0,0,0,0,0,0,0,3,12,0,2,0,0,0,0,0,0,0,0,0,0,0,4735,74,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,26,0,0,0,0,966,0,0,0,0,481,0,74008,10953,4124,1350,962,0,364567,126,3090685,5271,5915,341,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,300,2,0,3,12,2,8,0,0
AZ,04025,672,51,0,0,9,0,0,0,0,0,0,7,219,931,0,0,0,69,0,0,0,0,0,0,0,0,6911,138,0,0,3,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2249,0,0,0,0,0,0,0,42,0,0,0,0,19256,0,208223,108727,36011,5631,28172,24,4290686,39,18278138,382877,16781,4726,0,0,14,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,51,1,9,7,219,1,0,3,0
AZ,04027,4119,30795,0,151,0,0,0,0,0,0,0,14466,212635,0,0,0,0,164,8799,0,0,0,0,0,0,0,244471,14209,0,0,1852,452,0,680,0,0,56007,1412,3965,0,0,0,0,0,0,1482,0,4845,0,207741,0,0,0,0,0,1772,59033,206,1131,0,0,0,15723,0,125464,91584,48503,11773,2146317,851,71,145,12346695,7951,59342,4855,0,0,0,0,802,6473,294,13,590,5793,137,0,0,14087,0,0,0,0,0,0,0,121385,0,2,0,0,0,0,0,1999,1053,202,124,0,0,0,0,0,4119,30795,153,0,14466,212635,2,8799,6473,121385
AR,05001,121366,1959,377362,96569,768237,0,6,0,25,0,0,0,0,0,7487,0,40457,0,895,73,0,0,0,0,0,0,0,524,0,0,0,24,0,0,0,2,0,0,0,0,0,3,0,0,0,5,0,9,0,186708,0,0,0,0,0,0,0,8,0,0,0,56,111231,0,106587,9360,7869,2286,1603,28148,17975,86927,238,88,992795,3892,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,93,0,0,0,10,0,0,4153,0,0,0,0,0,0,0,0,0,0,0,121459,1959,96579,812847,0,0,48047,5048,0,0
AR,05003,110691,62928,40962,1489,286338,0,0,0,0,0,0,0,0,0,6664,0,8957,0,217,0,0,0,0,0,0,0,0,2406,0,0,0,33,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,288,0,50570,0,0,0,0,0,0,0,40,0,0,0,1669,54758,0,43659,87847,9714,2326,161,2247,1072227,21514,240381,55430,512766,14015,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,18,0,0,0,41,0,0,12011,0,0,0,0,0,0,0,0,0,0,0,110709,62928,1530,307306,0,0,15680,12228,0,0
AR,05005,28,0,3,0,16,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,102951,0,77162,26178,6197,1539,2760,1090765,87768,60776,3337,224725,201,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,18,0,0,7,0,0,0
AR,05007,391,0,4,0,2490,0,0,0,0,0,0,0,0,0,82,0,538,0,0,0,0,0,0,0,0,0,55,4279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,2,0,0,0,0,0,0,0,0,0,0,100397,0,200741,82526,45261,15071,3617,1104318,17519,854,162,953821,1061,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,2,3028,0,0,622,0,0,0
AR,05009,916,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,35,0,0,0,0,0,0,0,0,0,32419,0,63033,21726,6482,2223,2559,854569,74143,5463,3820,638942,97,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,0,0,22,0,0,0,0,0,0
AR,05011,28,0,40,5,1754,0,0,0,0,0,0,0,0,0,287,0,111,0,0,0,0,0,0,0,0,0,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,7,17103,0,19670,55433,3601,909,82,3735,965188,6445,252849,81028,471932,783,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,28,0,5,1867,0,0,398,2,0,0
AR,05013,1,0,2,1,33,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,147,0,0,0,0,0,0,0,6,0,0,0,2,15477,0,32143,60437,4505,670,717,4986,1102636,5788,155146,47624,387768,495,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,33,0,0,28,0,0,0
AR,05015,595,0,0,0,481,0,0,0,0,0,0,0,0,0,23,0,21,0,0,0,0,0,0,0,0,0,0,7615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,25821,0,71672,18391,4181,830,1506,956238,94494,2527,972,652493,508,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,2,502,0,0,46,0,0,0
AR,05017,117605,51181,114865,10949,994105,0,1,0,0,0,0,0,0,0,8732,0,7868,0,2628,0,0,0,0,0,0,0,0,156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,65410,0,0,0,0,0,0,0,8,0,0,0,157,153065,0,67782,10157,4648,798,1223,98,6276,2352,641,474,365181,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,702,0,0,0,0,0,0,0,0,0,0,0,117605,51181,11454,1002675,0,0,17105,3330,0,0
AR,05019,441,0,1370,41,34003,0,0,0,0,0,0,0,0,0,820,0,565,0,0,8,0,0,0,0,0,0,0,28898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,12142,0,0,0,0,0,0,0,26,0,0,0,4,52359,0,78090,24454,5282,1422,897,199079,1246247,150029,157670,226937,314053,5049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,41,34568,0,0,1385,0,0,0
AR,05021,101230,87101,298172,63770,530030,47,1001,0,0,0,0,0,0,0,3436,0,17217,0,0,0,0,0,0,0,0,0,2,10947,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,87,0,95463,0,0,0,0,0,0,0,279,0,0,0,193,12253,0,83152,7876,2858,707,63,206623,1017,642,383,110065,209918,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101231,87101,63797,547247,0,0,20681,0,0,0
